"idnoremp","Seccion21","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gppsi","gpper","gpppsp","gpppst","gsppt","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","occree","ocgoi","ocgpc","ocgog","ocgtg","ocgamc","ocgtgno","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppsied1","gppsied2","gppsied3","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gpppsted1","gpppsted2","gpppsted3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3","opcomex"
19697,"I1",55,2021,1918566,2,6606,801458,648160,15993,16,16,0,337629,344235,0,0,6606,62345,0,0,158853,503088,1918566,1270406,519081,2012,0,316130,1602436,0,0,0,15,11,4,0,0,0,0,0,0,2,0,1,0,1,13,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337629,62345,NA,NA,70588,29732,0,28017,15993,522893,155402,0,25847,0,14982,NA,124114,10145,NA,7692,NA,NA,37266,8106,0,0,11449,5367,14195,39874,6349,4393,174772,1850,50218,847,2256,0,13134,35924,29259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19698,"I1",55,2021,2938735,0,7333,1050489,939719,25690,26,23,0,460012,467345,0,0,7333,74300,0,0,129057,596402,2938735,1999016,622092,2018,0,424796,2513939,3,1,2,21,11,10,0,0,0,0,0,0,0,0,2,1,1,13,13,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460012,74300,NA,NA,40521,14236,0,0,25690,622092,251372,0,139058,4016,13552,NA,91710,0,NA,40654,NA,NA,0,51119,4401,0,12420,0,0,10186,62,34051,77149,0,78483,0,18347,0,14593,144097,65219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19699,"I1",55,2021,1260201,0,0,685882,636206,7974,15,15,0,28437,163056,134619,0,0,6802,30229,0,61833,224889,1260201,623995,232863,2003,0,226456,1033745,0,0,0,2,2,0,13,8,5,0,0,0,0,0,0,0,0,10,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28437,6802,NA,NA,18284,6518,0,0,7974,232863,213622,0,14916,0,7875,NA,37683,0,NA,42530,NA,NA,0,0,0,0,0,0,46517,11839,0,0,103900,0,61549,0,1309,10750,5503,112948,14941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19700,"R",93,2021,7794623,0,0,7602194,7500827,558887,80,75,0,1207154,1207154,0,0,0,271613,0,0,502186,1709340,7794623,293796,2268227,2011,0,41738,7752885,5,1,4,75,6,69,0,0,0,0,0,0,0,0,0,0,0,7,73,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1207154,271613,NA,NA,180828,49745,0,0,558887,2268227,0,0,175921,0,0,NA,27378,0,NA,816656,NA,NA,0,40,0,1065092,0,825166,11342,12832,2863358,1400132,0,226043,0,0,4045,68043,19391,83735,3020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19701,"I1",55,2021,967253,0,0,402686,391651,0,19,19,0,0,226006,226006,0,0,0,54241,0,101208,327214,967253,575602,327214,2011,0,216066,751187,0,0,0,0,0,0,19,14,5,0,0,0,0,0,0,0,0,14,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,37461,9506,0,0,0,327214,132884,0,22400,0,6697,NA,1950,0,NA,0,NA,NA,0,0,0,8400,0,0,15792,11465,2035,10926,56167,2796,9532,713,1569,609,2080,102189,14482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19702,"Q",86,2021,158374285,1330,87000,95979047,92164983,111533,197,197,0,3322590,3409590,0,0,87000,716671,0,0,1322648,4732238,158374285,66209302,4843771,2002,0,0,158374285,0,0,0,189,146,43,0,0,0,0,0,0,804,526,8,4,4,954,573,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3322590,716671,NA,NA,473525,132452,0,18992437,111533,4843771,61779580,0,314092,0,0,NA,14099,3688057,NA,0,NA,NA,0,775804,0,5231798,0,154634,217173,137392,123794,0,1220012,1789,0,0,199920,64197,0,3016674,47595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19703,"I1",55,2021,1327512,0,8172,927061,856325,17669,17,15,0,171730,192081,12179,0,8172,37780,2679,0,86491,278572,1327512,471187,296241,2016,0,708803,618709,2,1,1,13,8,5,1,1,0,0,0,0,0,0,1,1,0,11,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171730,37780,NA,NA,38676,7356,0,0,17669,296241,372714,0,20000,0,7633,NA,58420,0,NA,64000,NA,NA,0,0,31140,217980,0,0,11693,10315,10000,20543,12111,0,0,0,6490,2137,5200,57795,18890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19704,"I1",55,2021,4886774,0,0,3861259,3768069,56651,53,52,0,0,662157,662157,0,0,0,145675,0,311413,973570,4886774,1118705,1030221,2014,0,2006246,2880528,1,0,1,0,0,0,52,17,35,0,0,0,0,0,0,0,0,17,36,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,139252,26486,0,0,56651,1030221,1613202,0,99892,0,5341,NA,67092,0,NA,2530,NA,NA,0,15045,10040,71898,986,14756,4706,11703,14802,60540,1618966,6421,55749,0,11615,118953,15366,2303,39353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19705,"Q",86,2021,3450895,0,0,1261254,1249775,21553,25,22,0,295995,754198,458203,0,0,68079,116100,0,372955,1127153,3450895,2201120,1148706,2013,0,0,3450895,3,1,2,10,7,3,12,9,3,0,0,0,0,0,0,0,0,17,8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295995,68079,NA,NA,158608,30168,0,0,21553,1148706,716126,0,25780,0,3536,NA,2813,0,NA,320560,NA,NA,0,360,400,21200,2327,15193,9075,10600,8768,0,62421,23628,0,0,13477,1883,8333,14492,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19706,"R",93,2021,8795390,0,0,1070716,1024708,1158929,52,52,0,46121,2512617,2466496,0,0,10070,887939,0,1671896,4184513,8792917,7768209,5343442,1949,5495,221000,8568895,0,0,0,2,1,1,50,1,49,0,0,0,0,0,0,0,0,2,50,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46121,10070,NA,NA,547751,226136,0,0,1158929,5343442,0,2473,130955,0,0,NA,34507,0,NA,0,NA,NA,0,16028,0,70799,2661,15303,1664,8531,104648,2480,195,607275,0,0,2262,6934,22942,41059,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19707,"I1",55,2021,5874976,0,1300,2418308,2337108,23456,57,57,0,65498,734598,667800,0,1300,14410,146916,0,359317,1093915,5874976,3537868,1117371,2014,0,4484480,1390496,0,0,0,1,1,0,53,32,21,0,0,0,0,0,3,1,2,34,23,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65498,14410,NA,NA,168659,29332,0,0,23456,1117371,1840670,0,59736,0,20581,NA,55003,1205,NA,9931,NA,NA,0,21718,45801,0,0,0,23437,50500,38272,3699,45016,5433,0,1591,8356,25944,26114,135301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19708,"H1",52,2021,7137179,0,0,1834401,1747861,19790,25,25,0,749861,749861,0,0,0,161280,0,0,299255,1049116,7137179,5389318,1068906,2017,0,362934,6774245,0,0,0,25,4,21,0,0,0,0,0,0,0,0,0,0,0,4,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749861,161280,NA,NA,110469,27506,0,0,19790,1068906,0,0,90772,0,69802,NA,0,0,NA,95092,NA,NA,0,406373,134211,0,8213,689382,8626,2509,43933,0,52315,85306,0,25487,6003,27347,39876,49154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19709,"LN1",68,2021,11736367,0,0,592905,420817,3484,4,4,0,203206,234365,31159,0,0,46473,6847,0,77326,311691,11736367,11315550,315175,2014,0,0,11736367,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203206,46473,NA,NA,14592,9414,0,0,3484,315175,0,0,147937,0,91005,NA,78327,0,NA,0,NA,NA,0,48365,0,34280,0,0,2867,3163,0,0,0,0,174202,0,0,1892,0,10867,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19710,"I1",55,2021,3000765,0,9452,892915,652434,9780,43,43,0,272708,571421,289261,0,9452,59996,63637,0,176790,748211,3000765,2348331,757991,2012,0,610356,2390409,0,0,0,18,8,10,24,18,6,0,0,0,0,0,1,1,0,27,16,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272708,59996,NA,NA,43314,9843,0,0,9780,757991,126473,0,4256,0,18161,NA,217050,0,NA,155933,NA,NA,0,96947,0,1456,2045,6985,35349,26584,2745,10456,47427,3452,0,1458,3678,1012,10145,72026,49277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19711,"I1",55,2021,485525,0,0,256653,226673,6438,7,7,0,65691,112535,46844,0,0,11656,7641,0,46833,159368,485525,258852,165806,1978,0,5219,480306,0,0,0,4,1,3,3,2,1,0,0,0,0,0,0,0,0,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65691,11656,NA,NA,22338,5198,0,0,6438,165806,40202,0,77376,1092,3369,NA,25520,0,NA,28430,NA,NA,0,0,0,18652,2790,4466,5324,4908,0,0,7776,197,13668,30,1518,0,552,16250,4533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19712,"I1",55,2021,10037367,0,25848,2359409,2252837,32894,42,42,0,1102756,1128604,0,0,25848,242606,0,0,568491,1697095,10037367,7784530,1729989,2017,0,2654001,7383366,0,0,0,39,15,24,0,0,0,0,0,0,0,0,3,1,2,16,26,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102756,242606,NA,NA,221981,71235,36547,0,32894,1733867,300850,0,32130,35873,75581,NA,11954,209,NA,0,NA,NA,20035,171401,9461,0,9616,127688,38317,33608,7167,26508,133367,4222,648365,3255,14415,0,16921,555589,82877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19713,"M1",70,2021,8590819,0,8354,6289613,6218931,201266,25,25,0,1250229,1258583,0,0,8354,149334,0,0,413029,1671612,8590819,2371888,1872878,1947,0,0,8590819,0,0,0,24,6,18,0,0,0,0,0,0,0,0,1,1,0,7,18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250229,149334,NA,NA,200037,63658,0,0,201266,1872878,0,0,1290392,3881044,0,NA,60101,0,NA,479255,NA,NA,0,106137,11950,35888,69911,30088,1802,64991,87,0,70173,99938,0,0,8035,31049,21729,27020,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19714,"I1",55,2021,2469710,0,24345,824839,755024,12285,16,16,0,210087,234433,0,0,24346,47206,0,0,99886,334319,2469710,1714686,346604,2009,0,1009820,1459890,0,0,0,13,8,5,0,0,0,0,0,0,0,0,2,0,2,9,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210087,47206,NA,NA,50943,11129,0,0,12285,355996,208753,0,8296,0,14321,NA,50060,0,NA,0,NA,NA,0,0,0,0,4147,0,48806,19482,3221,95,64199,861,0,993,6028,0,0,360258,35319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19715,"I1",55,2021,1464717,0,0,787302,762623,25393,21,21,0,233488,233488,0,0,0,54666,0,0,93892,327380,1464633,702010,352773,2018,175,63620,1400922,0,0,0,21,14,7,0,0,0,0,0,0,0,0,0,0,0,14,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233488,54666,NA,NA,29818,9408,0,0,25393,352773,110943,84,2000,4117,9310,NA,9503,0,NA,373562,NA,NA,73102,0,149,0,1451,23334,5631,5872,3747,19743,36043,7158,39027,11624,1213,306,7814,27384,14185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19717,"R",93,2021,5643757,0,0,4664542,4616462,0,57,53,0,0,1280789,1280789,0,0,0,280596,0,509703,1790492,5643757,1027295,1790492,2002,0,0,5643757,4,0,4,0,0,0,53,3,50,0,0,0,0,0,0,0,0,3,54,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,176876,52231,0,0,0,1790492,4217612,0,218989,0,25670,NA,20593,0,NA,32814,NA,NA,0,0,0,46790,0,425,1218,2871,3420,0,3890,1141,0,27320,3010,4426,45201,8726,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19718,"I1",55,2021,2022355,7,0,1113309,1064643,2768,33,33,0,284840,455641,170801,0,0,62664,37576,0,192499,648140,2022355,957712,650908,2017,0,1564452,457903,0,0,0,25,22,3,8,5,3,0,0,0,4,3,0,0,0,31,9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284840,62664,NA,NA,73866,18393,0,127028,2768,650908,365592,0,151300,1339,12632,NA,31798,0,NA,202,NA,NA,0,13004,26429,0,0,0,11710,26609,1271,0,195109,2180,0,0,7533,1439,4980,80339,52815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19719,"I1",55,2021,595749,0,0,301803,285008,0,7,5,0,65743,65743,0,0,0,13497,0,0,25339,91082,595749,310741,91082,1998,0,6766,588983,2,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65743,13497,NA,NA,9420,2422,0,0,0,91082,57251,0,14887,0,5524,NA,9121,0,NA,0,NA,NA,0,0,0,100489,1532,2111,11221,12494,450,6251,40609,0,0,0,1236,5249,2185,20196,10997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19720,"I1",55,2021,1301862,0,0,483619,438881,18271,21,21,0,401157,454487,53330,0,0,72610,3675,0,156868,611355,1289005,850124,629626,1998,18172,632452,651238,0,0,0,16,8,8,5,3,2,0,0,0,0,0,0,0,0,11,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401157,72610,NA,NA,62721,17862,0,0,18271,629626,192134,12857,20400,915,5284,NA,24320,0,NA,33318,NA,NA,0,0,10226,0,5401,8278,4750,27522,869,17105,49364,34,12923,2975,2279,10105,11570,29350,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19721,"LN1",68,2021,67878167,4,106423,20590832,19975304,181908,464,464,0,18513013,19771366,1151930,0,106423,1948396,181914,0,5648157,25419523,67878167,47902863,25601431,2015,0,0,67878167,0,0,0,349,203,146,102,62,40,0,0,0,2,2,13,7,6,274,194,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18513013,1948396,NA,NA,2267554,743650,506643,72262,181908,25601431,2155014,0,12023193,19107,288284,NA,239335,31455,NA,583122,NA,NA,116770,3743,1608306,422835,192723,338839,1181,666585,251757,734711,291021,355486,173,57944,23816,3904,68693,40573,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19722,"I1",55,2021,1877360,0,5900,915896,887408,0,21,20,0,12712,273757,255145,0,5900,2771,53397,0,97057,370814,1877360,989952,370814,2015,0,363777,1513583,1,1,0,1,0,1,18,8,10,0,0,0,0,0,1,1,0,10,11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12712,2771,NA,NA,31278,9611,0,0,0,370814,431716,0,83500,3953,7500,NA,17268,0,NA,0,NA,NA,0,0,0,0,0,0,19452,9148,7520,6850,130500,0,3067,0,1378,9000,2630,172800,9614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19723,"I1",55,2021,611666,0,10838,405793,396171,0,9,9,0,88444,139865,40583,0,10838,19922,9156,0,51704,191569,611666,215495,191569,2008,0,397993,213673,0,0,0,5,4,1,3,3,0,0,0,0,0,0,1,1,0,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88444,19922,NA,NA,18680,3946,0,0,0,191569,274612,0,4137,1245,4956,NA,3492,0,NA,0,NA,NA,0,0,0,0,0,0,462,11143,1032,0,16524,2697,0,0,3408,18599,3250,60236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19724,"Q",86,2021,76733489,60,122048,51551390,50569701,1814963,478,477,0,10176109,14320250,3957375,0,186766,2221444,864894,0,7249320,21569570,76733489,26163788,23384533,2008,0,1073255,75660234,1,1,0,325,232,93,129,102,27,0,0,0,25,35,13,9,4,377,161,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10176109,2221444,NA,NA,2988968,1174014,0,2103433,1814963,23384533,26275708,0,6918551,0,0,NA,146489,680937,NA,755462,NA,NA,0,2232135,718223,6141617,1647,692162,180658,579559,120155,108701,1853694,106254,0,44773,90984,3440,37423,1743122,16263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19725,"I1",55,2021,2694251,0,0,904286,774075,0,25,25,0,87266,399471,312205,0,0,21816,78051,0,183266,582737,2677294,1903219,582737,2012,18381,797346,1878524,0,0,0,5,4,1,20,16,4,0,0,0,0,0,0,0,0,20,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87266,21816,NA,NA,65660,17739,0,0,0,582737,340350,16957,78014,0,31771,NA,77890,0,NA,102761,NA,NA,0,0,0,0,18900,7978,0,4523,11575,35654,34853,7596,0,0,3948,24871,24385,69687,12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19726,"I1",55,2021,1523188,2,10872,621663,563419,1437,35,35,0,0,478872,468000,0,10872,0,106000,0,222820,701692,1523188,959769,703129,1968,0,1054391,468797,0,0,0,0,0,0,34,17,17,0,0,0,0,2,1,1,0,18,19,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,96000,20820,0,23748,1437,703129,94468,0,6073,0,16808,NA,37000,0,NA,0,NA,NA,0,2710,2411,0,0,55000,19082,943,253,0,1981,353,309,9495,377,202,0,345000,5450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
