"";"idnoremp";"Seccion20";"Division";"periodo";"intio";"pottcag";"gppgpa";"ocgtot";"CONINTER";"OTROSG";"PEROCU";"PEREMU";"PMISION";"SULPERM";"SULSAL";"SULTEMP";"SULMISION";"SULAPRENDIZ";"PRESPERM";"PRESTEMP";"PRESMISION";"PRESTA";"REMU";"PROBRU";"VALAGRE";"TOTG";"idaio";"imesetot";"inoio";"insertot";"potpsfr";"pompsfr";"pohpsfr";"potperm";"pomperm";"pohperm";"pottcde";"pomtcde";"pohtcde";"pottmoe";"pomtmoe";"pohtmoe";"pomtcag";"pohtcag";"potpau";"pompau";"pohpau";"pomtot";"pohtot";"pottot";"pompsfr1";"pohpsfr2";"pompsfr3";"pohpsfr4";"pompsfr5";"pohpsfr6";"pomperm1";"pohperm2";"pomperm3";"pohperm4";"pomperm5";"pohperm6";"pomtcde1";"pohtcde2";"pomtcde3";"pohtcde4";"pomtcde5";"pohtcde6";"pomtcag1";"pohtcag2";"pomtcag3";"pohtcag4";"pomtcag5";"pohtcag6";"pomtdhc";"pohtdhc";"pomtmad";"pohtmad";"pompau1";"pohpau2";"pomtot1";"pohtot2";"pomtot3";"pohtot4";"pomtot5";"pohtot6";"ththca";"thtmas";"gppsi";"gpper";"gpppsp";"gpppst";"gsppt";"gppcpo";"gppano";"gppavo";"gpppta";"gppgpn";"gpptpot";"ocgrps";"gmesetot";"gsptot";"ocgrc";"ocgid";"occree";"ocgoi";"ocgpc";"ocgog";"ocgtg";"ocgamc";"ocgtgno";"gouts";"ocgsv";"ocgee";"ocgar";"ocgca";"ocgse";"ocgsp";"ocgco";"ocgfa";"ocgpp";"ocgnr";"ocggv";"ocgct";"ocggr";"ocgup";"ocgcl";"ocgusi";"ocgspe";"ocgsgn";"gppsied1";"gppsied2";"gppsied3";"gppered1";"gppered2";"gppered3";"gpppsp1";"gpppsp2";"gpppsp3";"gpppsted1";"gpppsted2";"gpppsted3";"gppcpoed1";"gppcpoed2";"gppcpoed3";"gppanoed1";"gppanoed2";"gppanoed3";"gppavoed1";"gppavoed2";"gppavoed3";"gppdocen";"gppgpaed1";"gppmoni";"gppgpned1";"gppgpned2";"gppgpned3";"gpptpoted1";"gpptpoted2";"gpptpoted3";"opcomex"
"5442";14487;"N3";80;2020;7859258;0;0;16100000;13959000;130625;127;125;0;0;1483587;1483587;0;0;0;769100;0;1180580;2664167;7859258;-6099742;2794792;2012;0;0;7859258;2;1;1;0;0;0;125;11;114;0;0;0;0;0;0;0;0;12;115;127; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;337680;73800;0;0;261250;2925417;0;0;0;0;1e+06;0;1e+06;0;0;0;0;0;0;0;0;0;0;0;1e+06;1600000;0;0;0;0;0;0;0;0;1e+06;1e+07;5e+05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5443";14488;"S";96;2020;1203658;0;9188;1334773;1324083;28255;31;31;0;425931;435119;0;0;9188;109759;0;0;196859;631978;1203658;-120425;660233;2007;0;0;1203658;0;0;0;30;9;21;0;0;0;0;0;0;0;0;1;0;1;9;22;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;425931;109759;0;0;61156;25944;0;0;28255;660233;1055089;0;150;0;7399;0;575;0;0;12737;0;0;0;0;0;1602;1138;3091;32845;2602;91;0;5446;11;0;0;224;3762;0;160;207851; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5444";14489;"Q";86;2020;4441538;0;5940;1084318;1067847;0;29;29;0;172467;348869;170462;0;5940;42420;42300;0;145170;494039;4437455;3369608;494039;1999;6380;0;4435158;0;0;0;11;11;0;17;17;0;0;0;0;0;0;1;1;0;29;0;29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;172467;42420;0;0;48078;12372;0;0;0;494039;778252;4083;23159;0;3209;0;6948;0;0;21528;0;0;45600;17194;0;72625;1370;902;5554;27956;3065;8195;30192;0;0;0;16127;60;0;18299;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5445";14491;"N2";79;2020;1141539;0;13532;452023;406588;77416;30;30;0;531911;545443;0;0;13532;105016;0;0;229866;775309;1141539;734951;852725;2007;0;0;1141539;0;0;0;29;18;11;0;0;0;0;0;0;0;0;1;0;1;18;12;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;531911;105016;0;0;99545;25305;0;0;77416;852725;0;0;41516;0;3535;0;38212;0;0;90449;0;0;0;0;0;95365;6770;10703;1013;38789;40;54784;4556;0;43789;6886;2853;2105;0;10658;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"5446";14492;"I1";55;2020;849085;0;0;386977;332654;1173;21;21;0;321132;321132;0;0;0;70525;0;0;144420;465552;849085;516431;466725;1987;0;81368;767717;0;0;0;21;13;8;0;0;0;0;0;0;0;0;0;0;0;13;8;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;321132;70525;0;0;60382;13513;0;0;1173;466725;32503;0;76734;3716;10414;0;41690;0;0;0;0;0;0;0;0;0;8045;0;18038;6650;38;5027;41715;1737;0;1550;4703;0;1967;63878;68572; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5447";19053;"H2";53;2020;1507966;0;8310;641205;625120;145155;45;45;0;495960;505674;0;0;9714;109072;0;0;185935;691609;1507966;882846;836764;2006;0;0;1507966;0;0;0;43;24;19;0;0;0;0;0;0;0;0;1;0;1;25;20;45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;495960;109072;0;0;58940;17923;0;0;145155;836764;238126;0;11902;0;0;0;12296;0;0;68818;0;0;0;0;0;150126;0;27189;5504;22866;0;0;62898;826;0;2818;12728;0;2559;22019;530; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5448";14497;"S";96;2020;19615290;0;60000;12757476;12642506;542986;601;599;0;6346761;6406761;0;0;60000;1441773;0;0;2678251;9085012;19615290;6972784;9627998;2010;0;0;19615290;2;1;1;593;315;278;0;0;0;0;0;0;0;0;6;3;3;319;282;601; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6346761;1441773;0;0;984015;252463;0;0;542986;9627998;9484724;0;13690;0;64930;0;18282;0;0;11251;0;0;0;32466;0;1663152;4945;4898;79923;203376;8719;29212;594126;460;0;5110;48785;87719;265025;134584;2099; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5449";14499;"I1";55;2020;380799;2;3291;282569;277521;8699;9;9;0;0;116829;113538;0;3291;0;28009;0;57982;174811;380799;103278;183510;1998;0;48241;332558;0;0;0;0;0;0;8;4;4;0;0;0;1;1;1;0;1;5;6;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;24462;5511;0;37655;8699;183510;68583;0;17533;3185;1387;0;2140;0;0;12300;0;0;0;27234;0;0;3712;18362;7104;7581;2185;621;2290;0;11032;3688;11821;343;3706;34975;5132; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5450";14500;"I1";55;2020;181533;0;2271;100836;97479;5256;5;5;0;79876;82147;0;0;2271;25099;0;0;42697;124844;181533;84054;130100;2003;0;36096;145437;0;0;0;3;2;1;0;0;0;0;0;0;0;0;1;1;0;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;79876;25099;0;0;16527;1800;0;0;5256;130829;30218;0;14078;343;1957;0;866;0;0;4548;0;0;0;0;351;9921;438;3356;4666;4399;0;721;5170;575;2860;171;349;868;264;11227;3490; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5451";14501;"I1";55;2020;16334404;0;22045;11127668;10755774;224098;301;301;0;753542;3425676;2650089;0;22045;215524;579073;0;1556962;4982638;16334404;5578630;5206736;1957;0;15797669;536735;0;0;0;28;12;16;270;148;122;0;0;0;0;0;3;3;0;163;138;301; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;753542;215524;0;0;533457;228908;0;0;224098;5206736;1518704;0;918243;0;36683;0;251181;0;0;3188441;0;0;0;905817;56361;51900;25515;298644;177;38633;141626;95165;2694604;1166;0;0;374285;35706;86069;408540;207; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5452";14502;"N3";80;2020;13956162;0;20550;1290264;1156433;289450;509;509;0;303386;8291106;7967170;0;20550;81800;1873473;0;3593356;11884462;13956162;12799729;12173912;2010;0;0;13956162;0;0;0;3;2;1;504;34;470;0;0;0;0;0;2;1;1;37;472;509; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;303386;81800;0;0;1302115;335968;0;0;578900;12463362;34102;0;119939;0;12532;0;90298;20876;0;155005;0;0;0;6253;39778;167665;28775;100889;3238;108706;2730;10865;191983;26651;0;39;19428;3605;133747;11963;1197; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"5453";19655;"N3";81;2020;2176128;0;10485;81427;58896;108487;96;96;0;1289426;1299911;0;0;10485;283781;0;0;504690;1804601;2176128;2117232;1913088;2012;0;0;2176128;0;0;0;95;10;85;0;0;0;0;0;0;0;0;1;1;0;11;85;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1289426;283781;0;0;170886;50023;0;0;108487;1913088;0;0;16468;0;21761;0;341;0;0;1244;0;0;0;0;904;0;0;0;0;0;0;377;13810;0;0;0;756;1029;24737;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5454";14503;"Q";86;2020;8577256;5;14484;9084307;6925355;42811;57;57;0;77355;723048;631209;0;14484;23501;189943;0;451245;1174293;8577256;1651901;1217104;2006;0;0;8577256;0;0;0;3;3;0;52;45;7;0;0;0;4;1;2;1;1;53;9;62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;77355;23501;0;0;184478;53323;0;114368;42811;1217104;5750537;0;462076;0;0;0;20518;2132390;0;32470;0;0;0;0;46759;0;0;33513;950;29488;1610;0;19016;0;429461;14;4913;0;0;6224;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5455";14504;"J3";61;2020;108334375;0;408694;9859594;9411387;225965;814;814;0;20514324;20923018;0;0;408694;4478892;0;0;8626633;29549651;108334375;98922988;29775616;2004;0;0;108334375;0;0;0;775;208;567;0;0;0;0;0;0;0;0;39;23;16;231;583;814; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;20514324;4478892;0;0;3077148;1025716;44877;0;225965;29775616;5913199;0;270156;0;86766;0;328835;0;0;0;0;0;0;38919;0;1892206;0;561700;4951;40016;65312;12515;335118;114208;0;0;4373;44262;12462;134501;95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"5456";14505;"J3";61;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
"5457";14506;"H1";52;2020;750174;1;19721;613468;429739;263114;164;164;0;187304;2532337;2305591;0;39442;12696;441439;0;1000954;3533291;644751;215012;3796405;2005;233181;6113;510880;0;0;0;2;0;2;157;103;54;0;0;0;1;0;2;1;1;107;58;165; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;187304;12696;0;0;440777;106042;0;15684;263114;3796405;0;105423;109636;0;27283;0;47948;0;0;0;0;0;0;110510;0;17758;0;6544;2907;28226;23709;0;1655;0;0;0;15978;18920;38129;43158;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
"5458";14508;"N3";80;2020;14582641;0;0;1234865;1118225;295579;427;427;0;0;6967996;6967996;0;0;0;1624575;0;3042560;10010556;14582641;13464416;10306135;2012;0;0;14582641;0;0;0;0;0;0;427;50;377;0;0;0;0;0;0;0;0;50;377;427; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1139266;278719;0;0;591157;10601713;24672;0;194527;0;1619;0;12965;92975;0;91462;0;0;0;0;0;153592;14926;30317;3361;48261;273372;0;15613;11726;57803;9335;94604;18475;71369;13606;285; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5459";14509;"R";92;2020;69105725;0;151267;39758714;39115525;849422;896;896;0;10900176;11151513;0;0;251337;2122895;0;0;4789491;15941004;69092571;29977046;16790426;1987;18023;28982;69058720;0;0;0;852;724;128;0;0;0;0;0;0;0;0;19;10;9;749;147;896; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;10900176;2122895;0;0;2208162;444551;66208;0;849422;16842751;28582479;13154;516887;0;211594;0;317268;0;0;1695442;0;0;0;547510;0;3802162;412;24501;115416;184882;35299;982748;564139;29581;1206739;0;308330;141612;33441;445118;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5460";14510;"R";93;2020;3621888;0;14893;1578572;1055794;89030;107;107;0;1467209;1482102;0;0;14893;340690;0;0;609080;2091182;3371295;2315501;2180212;1954;620284;98001;2903603;0;0;0;105;43;62;0;0;0;0;0;0;0;0;2;0;2;43;64;107; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1467209;340690;0;0;202929;63040;2421;0;89030;2180212;0;250593;171012;10590;7961;0;241059;14335;0;204510;0;0;0;28801;0;31854;2349;25357;69510;35934;3431;197;155879;1565;3594;0;18262;1695;2425;204495;93164; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5461";14511;"R";93;2020;7646782;0;34548;2380551;1901292;98083;167;167;0;1095364;2860769;1730857;0;34548;246723;396893;0;1114682;3975451;7646782;5745490;4073534;1958;0;1861459;5785323;0;0;0;40;10;30;123;37;86;0;0;0;0;0;4;1;3;48;119;167; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1095364;246723;0;0;352449;118617;0;0;98083;4073534;830603;0;55779;0;27901;0;441106;0;0;32536;0;0;0;214849;0;0;8543;50957;26569;69700;1505;0;0;0;0;0;16446;165479;35060;197234;206284; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5462";14512;"R";92;2020;36509187;0;39629;27761421;27521498;289305;152;152;0;2282087;2359793;38077;0;39629;543235;8655;0;1027777;3387570;36509187;8987689;3676875;2005;0;10746671;25762516;0;0;0;144;96;48;3;2;1;0;0;0;0;0;5;2;3;100;52;152; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2282087;543235;0;0;374969;100918;0;0;289305;3676875;17043636;0;1425812;0;63886;0;84602;0;0;405080;0;0;0;163588;13759;1567710;49305;118619;62935;56083;64312;116458;821429;25817;5081206;0;64052;51790;201044;280298;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5463";14513;"N2";79;2020;1030128;0;4051;717204;135910;90596;43;41;0;212070;435908;219787;0;4051;46655;47957;0;168217;604125;560522;424612;694721;2010;0;0;1030128;2;1;1;21;6;15;19;5;14;0;0;0;0;0;1;1;0;13;30;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;212070;46655;0;0;62398;11207;0;0;90596;694721;469606;0;61723;0;8939;0;102000;0;0;7500;0;0;0;0;0;16323;11347;5607;341;9552;0;3235;2063;1636;1677;1429;5602;0;7233;1391;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"5464";14514;"I2";56;2020;2542338;0;0;1645252;1602057;26180;42;40;0;511038;542600;0;0;31562;103735;0;0;157888;700488;2542338;940281;726668;2010;0;0;2542338;2;1;1;37;22;15;0;0;0;0;0;0;0;0;0;0;0;24;18;42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;511038;103735;0;0;36989;17164;0;0;26180;726668;1387935;0;28237;0;30856;0;10461;0;0;0;0;0;0;0;0;75775;0;4678;4068;7102;0;304;40900;621;0;0;1068;3648;1737;20815;27047; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5465";14515;"H1";52;2020; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ;1976; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5466";19054;"N4";82;2020;2590136;0;20088;685815;635927;71492;57;57;0;916119;936207;0;0;20088;217807;0;0;371874;1308081;2590136;1954209;1379573;2006;0;0;2590136;0;0;0;55;39;16;0;0;0;0;0;0;0;0;2;1;1;40;17;57; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;916119;217807;0;0;115987;38080;0;0;71492;1379573;0;0;55070;0;19076;0;24945;0;0;61391;0;0;0;4371;0;147369;0;14246;14955;116642;25514;360;34646;50703;0;79254;6198;3605;5179;22291;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5467";14516;"LN1";68;2020;6354377;17;5355;5223811;2493329;28186;22;22;0;451804;457159;0;0;5355;126562;0;0;226450;683609;6354377;3861048;711795;2005;0;1151899;5202478;0;0;0;21;9;12;0;0;0;0;0;0;5;12;1;1;0;15;24;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;451804;126562;0;0;77686;22202;0;354253;28186;711795;0;0;132376;3588;11759;0;139270;2569661;0;104409;0;0;1033721;319459;23669;31672;29029;39363;18699;36804;1765;255382;61234;2955;5537;0;2126;3155;18024;25596;305; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5468";14517;"S";96;2020;4756274;0;0;2871411;2115087;85204;85;84;0;892187;892187;0;0;0;216592;0;0;367213;1259400;4581566;2466479;1344604;1998;174708;29477;4552089;1;0;1;84;46;38;0;0;0;0;0;0;0;0;0;0;0;46;39;85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;892187;216592;0;0;113104;37517;0;0;85204;1344604;973862;174708;28668;0;78594;0;265839;225945;0;0;0;0;0;18300;1536;266563;0;7017;34918;61276;6261;403;333580;879;12592;0;23902;62410;58816;72496;162846; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5469";14518;"I1";55;2020;7161900;8;29758;3347916;3175945;69383;120;120;0;0;1614554;1584796;0;29758;0;365440;0;652058;2266612;7161900;3985955;2335995;2014;0;2573503;4588397;0;0;0;0;0;0;114;39;75;0;0;0;3;5;6;3;3;45;83;128; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;217963;68655;0;169367;69383;2335995;918308;0;494619;3407;28398;0;127591;0;0;45819;0;0;8048;142928;76848;0;22441;49143;44259;63606;3507;97361;272425;4032;178113;22553;408;2943;20910;463194;87688; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5470";17858;"N3";81;2020;17525061;0;8968;2238714;2091824;1180223;771;771;0;855543;9690643;8826132;0;8968;196883;1940446;0;3954718;13645361;17525061;15433237;14825584;2014;0;0;17525061;0;0;0;44;35;9;726;641;85;0;0;0;0;0;1;0;1;676;95;771; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;855543;196883;0;0;1455106;362283;0;0;1180223;14825584;930150;0;70712;0;18057;0;108068;9745;0;90641;0;0;0;2116;116;173160;11930;48580;1770;32998;5433;11881;4892;25975;0;19011;14344;1085;651021;7029;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5471";14519;"Q";86;2020;4624992;0;31600;943675;830427;1613;71;71;0;0;1534502;1502902;0;31600;0;387266;0;641478;2175980;4624992;3794565;2177593;2014;0;0;4624992;0;0;0;0;0;0;68;33;35;0;0;0;0;0;3;0;3;33;38;71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;193417;60795;0;0;1613;2177593;248362;0;185899;0;56319;0;3210;49717;0;9022;0;0;0;5727;0;118368;2700;30246;3830;16865;4680;0;98117;0;0;3735;12049;61044;19875;13910;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"5472";14521;"I2";56;2020;9718880;0;36332;8199403;8001261;161215;155;155;0;2308890;2345222;0;0;36332;504922;0;0;1121807;3467029;9718880;1717619;3628244;1981;0;0;9718880;0;0;0;151;69;82;0;0;0;0;0;0;0;0;4;1;3;70;85;155; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2308890;504922;0;0;492660;160233;0;0;161215;3664252;6524617;0;39701;14148;100360;0;76226;7184;0;428685;0;0;0;82466;0;72659;10385;13910;84374;57530;16318;3495;55974;161;0;0;16642;0;34510;437250;122808; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"5473";14523;"N5";82;2020;84374763;0;426449;22971486;22098715;1897228;1855;1855;0;36000654;36506105;0;0;505451;7792343;0;0;13308150;49814255;84374763;62276048;51711483;2015;0;0;84374763;0;0;0;1785;789;996;0;0;0;0;0;0;0;0;55;20;35;818;1037;1855; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;36000654;7792343;0;0;4200099;1315708;0;0;1897228;51711483;0;0;1926307;0;286478;0;382531;0;0;3500715;0;0;0;823671;3447173;7529815;0;148849;108390;1254570;1876487;356762;75836;160237;0;2926;54188;4466;223181;808904;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"5474";17859;"J0";58;2020;4289601;0;10387;2359329;2207729;10973;76;76;0;177117;1168293;980789;0;10387;66598;211608;0;569973;1738266;4283004;2075275;1749239;1983;1501736;0;2787865;0;0;0;16;10;6;57;22;35;0;0;0;0;0;3;1;2;33;43;76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;177117;66598;0;0;234217;57550;0;0;10973;1749239;1439114;6597;145291;0;31599;0;32226;74882;0;88111;0;0;0;0;0;82899;8849;4273;2814;33908;19;4390;3846;175;385013;0;3085;1527;83;10628;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
"5475";19055;"I2";56;2020;3918527;0;15449;2758053;2695564;67583;66;66;0;502998;518447;0;0;15449;128070;0;0;219865;738312;3918527;1222963;805895;2015;0;0;3918527;0;0;0;64;25;39;0;0;0;0;0;0;0;0;2;1;1;26;40;66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;502998;128070;0;0;69461;22334;0;0;67583;805895;2254687;0;39495;1864;47807;0;10646;0;0;2416;0;0;0;28400;0;100654;27335;9195;24601;8201;5039;3069;38798;174;49448;0;5206;4170;10515;60128;26205; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
